Seat Name
SUNGAI UDANG
PANTAI KUNDOR
PAYA RUMPUT
KELEBANG
BACHANG
AYER KEROH
BUKIT BARU
AYER MOLEK
KESIDANG
KOTA LAKSAMANA
DUYONG
BANDAR HILIR
TELOK MAS
BEMBAN
RIM
SERKAM
MERLIMAU
SUNGAI RAMBAI
BANGGI
TANJONG KAPAR
PITAS
MATUNGGONG
TANDEK
TEMPASUK
KADAMAIAN
USUKAN
TAMPARULI
SULAMAN
KIULU
KARAMBUNAI
INANAM
LIKAS
API-API
LUYANG
TANJONG ARU
PETAGAS
KAPAYAN
MOYOG
KAWANG
PANTAI MANIS
BONGAWAN
MEMBAKUT
KLIAS
KUALA PENYU
LUMADAN
SINDUMIN
KUNDASANG
KARANAAN
PAGINATAN
TAMBUNAN
BINGKOR
LIAWAN
MELALAP
KEMABONG
SOOK
NABAWAN
SUGUT
LABUK
GUM-GUM
SUNGAI SIBUGA
SEKONG
KARAMUNTING
ELOPURA
TANJONG PAPAT
KUAMUT
SUKAU
TUNGKU
LAHAD DATU
KUNAK
SULABAYAN
SENALINGAN
BUGAYA
BALUNG
APAS
SRI TANJONG
MEROTAI
TANJONG BATU
SEBATIK
TITI TINGGI
BESERI
CHUPING
MATA AYER
SANTAN
BINTONG
SENA
INDERA KAYANGAN
KUALA PERLIS
KAYANG
PAUH
TAMBUN TULANG
GUAR SANJI
SIMPANG EMPAT
SANGLANG
PENGKALAN HULU
TEMEGOR
KENERING
KOTA TAMPAN
SELAMA
KUBU GAJAH
BATU KURAU
TITI SERONG
KUALA KURAU
ALOR PONGSU
GUNONG SEMANGGOL
SELINSING
KUALA SAPETANG
CHANGKAT JERING
TRONG
KAMUNTING
POKOK ASSAM
AULONG
CHENDEROH
LUBOK MERBAU
LINTANG
JALONG
MANJOI
HULU KINTA
CANNING
TEBING TINGGI
PASIR PINJI
BERCHAM
KEPAYANG
BUNTONG
JELAPANG
MENGLEMBU
TRONOH
BUKIT CHANDAN
MANONG
PENGKALAN BARU
PANTAI REMIS
BELANJA
BOTA
MALIM NAWAR
KERANJI
TUALANG SEKAH
SUNGAI RAPAT
SIMPANG PULAI
TEJA
CHENDERIANG
AYER KUNING
SUNGEI MANIK
KAMPONG GAJAH
SITIAWAN
PASIR PANJANG
PANGKOR
RUNGKUP
HUTAN MELINTANG
PASIR BEDEMAR
CHANGKAT JONG
SUNGKAI
SLIM
BEHRANG
TANAH RATA
JELAI
PADANG TENGKU
CEKA
BENTA
BATU TALAM
TERAS
DONG
TAHAN
DAMAK
PULAU TAWAR
BESERAH
SEMAMBU
TERUNTUM
TANJUNG LUMPUR
INDERAPURA
SUNGAI LEMBING
LEPAR
PANCHING
PULAU MANIS
PERAMU JAYA
BEBAR
CINI
LUIT
KUALA SENTUL
CENUR
JENDERAK
KERDAU
JENGKA
MENTAKAB
LANCANG
KUALA SEMANTAN
BILUT
KETARI
SABAI
PELANGAI
GUAI
TERIANG
KEMAYAN
BUKIT IBAM
MUADZAM SHAH
TIOMAN
BULOH KASAP
JEMETAH
PEMANIS
KEMELAH
TENANG
BEKOK
BUKIT SERAMPANG
JORAK
GAMBIR
TANGKAK
SEROM
BENTAYAN
SUNGAI ABONG
BUKIT NANING
MAHARANI
SUNGAI BALANG
SEMERAH
SRI MEDAN
YONG PENG
SEMARANG
PARIT YAANI
PARIT RAJA
PENGGARAM
SENGGARANG
RENGIT
MACHAP
LAYANG-LAYANG
MENGKIBOL
MAHKOTA
PALOH
KAHANG
ENDAU
TENGGAROH
PANTI
PASIR RAJA
SEDILI
JOHOR LAMA
PENAWAR
TANJONG SURAT
TIRAM
PUTERI WANGSA
JOHOR JAYA
PERMAS
TANJONG PUTERI
STULANG
PENGKALAN RINTING
KEMPAS
SKUDAI
NUSA JAYA
BUKIT PERMAI
BUKIT BATU
SENAI
BENUT
PULAI SEBATANG
PEKAN NENAS
KUKUP
OPAR
TASIK BIRU
TANJONG DATU
PANTAI DAMAI
DEMAK LAUT
TUPONG
SAMARIANG
SATOK
PADUNGAN
PENDING
BATU LINTANG
KOTA SENTOSA
BATU KITANG
BATU KAWAH
ASAJAYA
MUARA TUANG
STAKAN
SEREMBU
MAMBONG
TARAT
TEBEDU
KEDUP
BUKIT SEMUJA
SADONG JAYA
SIMUNJAN
GEDONG
SEBUYAU
LINGGA
BETING MARO
BALAI RINGIN
BUKIT BEGUNAN
SIMANGGANG
ENGKILILI
BATANG AI
SARIBAS
LAYAR
BUKIT SABAN
KALAKA
KRIAN
KABONG
KUALA RAJANG
SEMOP
DARO
JEMORENG
REPOK
MERADONG
PAKAN
MELUAN
NGEMAH
MACHAN
BUKIT ASSEK
DUDONG
BAWANG ASSAN
PELAWAN
NANGKA
DALAT
TELLIAN
BALINGIAN
TAMIN
KAKUS
PELAGUS
KATIBAS
BUKIT GORAM
BALEH
BELAGA
MURUM
JEPAK
TANJONG BATU
KEMENA
SAMALAJU
BEKENU
LAMBIR
PIASAU
PUJUT
SENADIN
MARUDI
TELANG USAN
MULU
BUKIT KOTA
BATU DANAU
BA`KELALAN
BUKIT SARI
